tournament_name,stage_name,group_stage,knockout_stage,match_date,team_name,opponent_name,home_team,away_team,goals_for,goals_against,is_host,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,yellow_cards,red_cards,team_prior_win_rate,team_prior_matches,extra_time,penalty_shootout,outcome,year
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-02,Argentina,Brazil,1,0,1,3,0,,,,,,,,1,1,0.4827586206896552,29,0,0,Loss,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-02,Brazil,Argentina,0,1,3,1,0,,,,,,,,2,0,0.6346153846153846,52,0,0,Win,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-02,West Germany,Spain,1,0,2,1,0,,,,,,,,2,0,0.6097560975609756,41,0,0,Win,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-02,Spain,West Germany,0,1,1,2,1,,,,,,,,3,0,0.3888888888888889,18,0,0,Loss,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-04,France,Northern Ireland,1,0,4,1,0,,,,,,,,1,0,0.4,20,0,0,Win,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-04,Northern Ireland,France,0,1,1,4,0,,,,,,,,1,0,0.4,5,0,0,Loss,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-04,Soviet Union,Poland,1,0,0,0,0,,,,,,,,3,0,0.5263157894736842,19,0,0,Draw,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-04,Poland,Soviet Union,0,1,0,0,0,,,,,,,,2,0,0.6428571428571429,14,0,0,Draw,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-05,Italy,Brazil,1,0,3,2,0,,,,,,,,2,0,0.5555555555555556,36,0,0,Win,1982
1982 FIFA Men's World Cup,second group stage,1,0,1982-07-05,England,Spain,0,1,0,0,0,,,,,,,,1,0,0.4166666666666667,24,0,0,Draw,1982
1982 FIFA Men's World Cup,semi-finals,0,1,1982-07-08,Poland,Italy,1,0,0,2,0,,,,,,,,3,0,0.6428571428571429,14,0,0,Loss,1982
1982 FIFA Men's World Cup,semi-finals,0,1,1982-07-08,Italy,Poland,0,1,2,0,0,,,,,,,,1,0,0.5555555555555556,36,0,0,Win,1982
1982 FIFA Men's World Cup,semi-finals,0,1,1982-07-08,West Germany,France,1,0,3,3,0,,,,,,,,1,0,0.6097560975609756,41,1,1,Win,1982
1982 FIFA Men's World Cup,semi-finals,0,1,1982-07-08,France,West Germany,0,1,3,3,0,,,,,,,,2,0,0.4,20,1,1,Loss,1982
1982 FIFA Men's World Cup,third-place match,0,1,1982-07-10,Poland,France,1,0,3,2,0,,,,,,,,2,0,0.6428571428571429,14,0,0,Win,1982
1982 FIFA Men's World Cup,third-place match,0,1,1982-07-10,France,Poland,0,1,2,3,0,,,,,,,,1,0,0.4,20,0,0,Loss,1982
1982 FIFA Men's World Cup,final,0,1,1982-07-11,Italy,West Germany,1,0,3,1,0,,,,,,,,2,0,0.5555555555555556,36,0,0,Win,1982
1982 FIFA Men's World Cup,final,0,1,1982-07-11,West Germany,Italy,0,1,1,3,0,,,,,,,,3,0,0.6097560975609756,41,0,0,Loss,1982
1986 FIFA Men's World Cup,group stage,1,0,1986-05-31,Bulgaria,Italy,1,0,1,1,0,,,,,,,,1,0,0.0,12,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-05-31,Italy,Bulgaria,0,1,1,1,0,,,,,,,,2,0,0.5581395348837209,43,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-01,Spain,Brazil,1,0,0,1,0,,,,,,,,1,0,0.3478260869565217,23,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-01,Brazil,Spain,0,1,1,0,0,,,,,,,,1,0,0.6491228070175439,57,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-02,South Korea,Argentina,0,1,1,3,0,,,,,,,,2,0,0.0,2,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-02,Morocco,Poland,1,0,0,0,0,,,,,,,,1,0,0.0,3,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-03,Belgium,Mexico,1,0,1,2,0,,,,,,,,1,0,0.2142857142857142,14,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-03,Mexico,Belgium,0,1,2,1,1,,,,,,,,2,0,0.125,24,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-03,Algeria,Northern Ireland,1,0,1,1,0,,,,,,,,1,0,0.6666666666666666,3,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-03,Northern Ireland,Algeria,0,1,1,1,0,,,,,,,,3,0,0.3,10,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-03,Portugal,England,1,0,1,0,0,,,,,,,,1,0,0.8333333333333334,6,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-03,England,Portugal,0,1,0,1,0,,,,,,,,2,0,0.4482758620689655,29,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-04,Paraguay,Iraq,1,0,1,0,0,,,,,,,,1,0,0.2857142857142857,7,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-04,Iraq,Paraguay,0,1,0,1,0,,,,,,,,1,0,0.0,0,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-04,Uruguay,West Germany,1,0,1,1,0,,,,,,,,2,0,0.4827586206896552,29,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-04,Denmark,Scotland,0,1,1,0,0,,,,,,,,1,0,0.0,0,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-05,Italy,Argentina,1,0,1,1,0,,,,,,,,1,0,0.5581395348837209,43,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-05,Argentina,Italy,0,1,1,1,0,,,,,,,,2,0,0.4705882352941176,34,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-05,France,Soviet Union,1,0,1,1,0,,,,,,,,2,0,0.4074074074074074,27,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-05,Soviet Union,France,0,1,1,1,0,,,,,,,,2,0,0.5,24,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-05,South Korea,Bulgaria,1,0,1,1,0,,,,,,,,2,0,0.0,2,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-05,Bulgaria,South Korea,0,1,1,1,0,,,,,,,,1,0,0.0,12,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-06,Canada,Hungary,0,1,0,2,0,,,,,,,,2,1,0.0,0,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-06,England,Morocco,1,0,0,0,0,,,,,,,,2,1,0.4482758620689655,29,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-06,Morocco,England,0,1,0,0,0,,,,,,,,2,0,0.0,3,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-07,Mexico,Paraguay,1,0,1,1,1,,,,,,,,3,0,0.125,24,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-07,Paraguay,Mexico,0,1,1,1,0,,,,,,,,2,0,0.2857142857142857,7,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-07,Northern Ireland,Spain,1,0,1,2,0,,,,,,,,1,0,0.3,10,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-07,Spain,Northern Ireland,0,1,2,1,0,,,,,,,,1,0,0.3478260869565217,23,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-07,Poland,Portugal,1,0,1,0,0,,,,,,,,2,0,0.5714285714285714,21,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-08,Iraq,Belgium,1,0,1,2,0,,,,,,,,6,1,0.0,0,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-08,Belgium,Iraq,0,1,2,1,0,,,,,,,,1,0,0.2142857142857142,14,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-08,Scotland,West Germany,0,1,1,2,0,,,,,,,,3,0,0.2142857142857142,14,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-08,Denmark,Uruguay,1,0,6,1,0,,,,,,,,1,0,0.0,0,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-08,Uruguay,Denmark,0,1,1,6,0,,,,,,,,2,1,0.4827586206896552,29,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-09,France,Hungary,0,1,3,0,0,,,,,,,,2,0,0.4074074074074074,27,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-10,Argentina,Bulgaria,1,0,2,0,0,,,,,,,,1,0,0.4705882352941176,34,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-10,South Korea,Italy,1,0,2,3,0,,,,,,,,3,0,0.0,2,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-10,Italy,South Korea,0,1,3,2,0,,,,,,,,3,0,0.5581395348837209,43,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-11,Iraq,Mexico,1,0,0,1,0,,,,,,,,2,0,0.0,0,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-11,Paraguay,Belgium,1,0,2,2,0,,,,,,,,1,0,0.2857142857142857,7,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-11,Belgium,Paraguay,0,1,2,2,0,,,,,,,,1,0,0.2142857142857142,14,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-11,England,Poland,1,0,3,0,0,,,,,,,,1,0,0.4482758620689655,29,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-11,Portugal,Morocco,1,0,1,3,0,,,,,,,,1,0,0.8333333333333334,6,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-12,Algeria,Spain,1,0,0,3,0,,,,,,,,1,0,0.6666666666666666,3,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-12,Spain,Algeria,0,1,3,0,0,,,,,,,,1,0,0.3478260869565217,23,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-12,Northern Ireland,Brazil,1,0,0,3,0,,,,,,,,1,0,0.3,10,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-13,Denmark,West Germany,1,0,2,0,0,,,,,,,,1,1,0.0,0,0,0,Win,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-13,West Germany,Denmark,0,1,0,2,0,,,,,,,,2,0,0.6041666666666666,48,0,0,Loss,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-13,Scotland,Uruguay,1,0,0,0,0,,,,,,,,2,0,0.2142857142857142,14,0,0,Draw,1986
1986 FIFA Men's World Cup,group stage,1,0,1986-06-13,Uruguay,Scotland,0,1,0,0,0,,,,,,,,3,1,0.4827586206896552,29,0,0,Draw,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-15,Bulgaria,Mexico,0,1,0,2,0,,,,,,,,1,0,0.0,12,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-15,Belgium,Soviet Union,0,1,4,3,0,,,,,,,,1,0,0.2142857142857142,14,1,0,Win,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-16,Brazil,Poland,1,0,4,0,0,,,,,,,,2,0,0.6491228070175439,57,0,0,Win,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-16,Poland,Brazil,0,1,0,4,0,,,,,,,,3,0,0.5714285714285714,21,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-16,Argentina,Uruguay,1,0,1,0,0,,,,,,,,3,0,0.4705882352941176,34,0,0,Win,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-16,Uruguay,Argentina,0,1,0,1,0,,,,,,,,4,0,0.4827586206896552,29,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-17,Italy,France,1,0,0,2,0,,,,,,,,2,0,0.5581395348837209,43,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-17,France,Italy,0,1,2,0,0,,,,,,,,1,0,0.4074074074074074,27,0,0,Win,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-17,Morocco,West Germany,1,0,0,1,0,,,,,,,,2,0,0.0,3,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-18,England,Paraguay,1,0,3,0,0,,,,,,,,2,0,0.4482758620689655,29,0,0,Win,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-18,Paraguay,England,0,1,0,3,0,,,,,,,,1,0,0.2857142857142857,7,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-18,Denmark,Spain,1,0,1,5,0,,,,,,,,1,0,0.0,0,0,0,Loss,1986
1986 FIFA Men's World Cup,round of 16,0,1,1986-06-18,Spain,Denmark,0,1,5,1,0,,,,,,,,3,0,0.3478260869565217,23,0,0,Win,1986
1986 FIFA Men's World Cup,quarter-finals,0,1,1986-06-21,West Germany,Mexico,1,0,0,0,0,,,,,,,,3,1,0.6041666666666666,48,1,1,Win,1986
1986 FIFA Men's World Cup,quarter-finals,0,1,1986-06-21,Mexico,West Germany,0,1,0,0,1,,,,,,,,5,1,0.125,24,1,1,Loss,1986
1986 FIFA Men's World Cup,quarter-finals,0,1,1986-06-22,Argentina,England,1,0,2,1,0,,,,,,,,1,0,0.4705882352941176,34,0,0,Win,1986
1986 FIFA Men's World Cup,quarter-finals,0,1,1986-06-22,England,Argentina,0,1,1,2,0,,,,,,,,1,0,0.4482758620689655,29,0,0,Loss,1986
1986 FIFA Men's World Cup,quarter-finals,0,1,1986-06-22,Spain,Belgium,1,0,1,1,0,,,,,,,,2,0,0.3478260869565217,23,1,1,Loss,1986
1986 FIFA Men's World Cup,quarter-finals,0,1,1986-06-22,Belgium,Spain,0,1,1,1,0,,,,,,,,2,0,0.2142857142857142,14,1,1,Win,1986
1986 FIFA Men's World Cup,semi-finals,0,1,1986-06-25,France,West Germany,1,0,0,2,0,,,,,,,,1,0,0.4074074074074074,27,0,0,Loss,1986
1986 FIFA Men's World Cup,semi-finals,0,1,1986-06-25,West Germany,France,0,1,2,0,0,,,,,,,,1,0,0.6041666666666666,48,0,0,Win,1986
1986 FIFA Men's World Cup,semi-finals,0,1,1986-06-25,Argentina,Belgium,1,0,2,0,0,,,,,,,,1,0,0.4705882352941176,34,0,0,Win,1986
1986 FIFA Men's World Cup,semi-finals,0,1,1986-06-25,Belgium,Argentina,0,1,0,2,0,,,,,,,,1,0,0.2142857142857142,14,0,0,Loss,1986
1986 FIFA Men's World Cup,third-place match,0,1,1986-06-28,Belgium,France,1,0,2,4,0,,,,,,,,1,0,0.2142857142857142,14,1,0,Loss,1986
1986 FIFA Men's World Cup,final,0,1,1986-06-29,Argentina,West Germany,1,0,3,2,0,,,,,,,,4,0,0.4705882352941176,34,0,0,Win,1986
1986 FIFA Men's World Cup,final,0,1,1986-06-29,West Germany,Argentina,0,1,2,3,0,,,,,,,,2,0,0.6041666666666666,48,0,0,Loss,1986
1990 FIFA Men's World Cup,group stage,1,0,1990-06-08,Argentina,Cameroon,1,0,0,1,0,,,,,,,,1,0,0.5365853658536586,41,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-08,Cameroon,Argentina,0,1,1,0,0,,,,,,,,3,2,0.0,3,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-09,Soviet Union,Romania,1,0,0,2,0,,,,,,,,1,0,0.5,28,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-09,Romania,Soviet Union,0,1,2,0,0,,,,,,,,1,0,0.25,8,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-09,United Arab Emirates,Colombia,1,0,0,2,0,,,,,,,,3,0,0.0,0,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-09,Austria,Italy,0,1,0,1,0,,,,,,,,1,0,0.4782608695652174,23,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-10,United States,Czechoslovakia,1,0,1,5,0,,,,,,,,2,1,0.4285714285714285,7,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-10,Czechoslovakia,United States,0,1,5,1,0,,,,,,,,2,0,0.32,25,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-10,Brazil,Sweden,1,0,2,1,0,,,,,,,,3,0,0.6612903225806451,62,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-10,Sweden,Brazil,0,1,1,2,0,,,,,,,,1,0,0.3928571428571428,28,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-10,West Germany,Yugoslavia,1,0,4,1,0,,,,,,,,1,0,0.6,55,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-11,England,Republic of Ireland,1,0,1,1,0,,,,,,,,1,0,0.4411764705882353,34,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-12,South Korea,Belgium,0,1,0,2,0,,,,,,,,1,0,0.0,5,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-12,Netherlands,Egypt,1,0,1,1,0,,,,,,,,1,0,0.5,16,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-12,Egypt,Netherlands,0,1,1,1,0,,,,,,,,1,0,0.0,1,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-13,Uruguay,Spain,1,0,0,0,0,,,,,,,,2,0,0.4242424242424242,33,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-13,Spain,Uruguay,0,1,0,0,0,,,,,,,,2,0,0.3928571428571428,28,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-13,Argentina,Soviet Union,1,0,2,0,0,,,,,,,,4,0,0.5365853658536586,41,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-13,Soviet Union,Argentina,0,1,0,2,0,,,,,,,,1,1,0.5,28,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-14,Cameroon,Romania,1,0,2,1,0,,,,,,,,2,0,0.0,3,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-14,Romania,Cameroon,0,1,1,2,0,,,,,,,,1,0,0.25,8,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-14,Yugoslavia,Colombia,1,0,1,0,0,,,,,,,,1,0,0.3928571428571428,28,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-14,Italy,United States,1,0,1,0,1,,,,,,,,1,0,0.5319148936170213,47,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-14,United States,Italy,0,1,0,1,0,,,,,,,,1,0,0.4285714285714285,7,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-15,Austria,Czechoslovakia,1,0,0,1,0,,,,,,,,3,0,0.4782608695652174,23,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-15,Czechoslovakia,Austria,0,1,1,0,0,,,,,,,,2,0,0.32,25,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-15,West Germany,United Arab Emirates,1,0,5,1,0,,,,,,,,1,0,0.6,55,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-15,United Arab Emirates,West Germany,0,1,1,5,0,,,,,,,,2,0,0.0,0,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-16,Brazil,Costa Rica,1,0,1,0,0,,,,,,,,2,0,0.6612903225806451,62,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-16,Costa Rica,Brazil,0,1,0,1,0,,,,,,,,2,0,0.0,0,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-16,Sweden,Scotland,1,0,1,2,0,,,,,,,,1,0,0.3928571428571428,28,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-16,Scotland,Sweden,0,1,2,1,0,,,,,,,,1,0,0.1764705882352941,17,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-17,Republic of Ireland,Egypt,1,0,0,0,0,,,,,,,,1,0,0.0,0,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-17,Egypt,Republic of Ireland,0,1,0,0,0,,,,,,,,1,0,0.0,1,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-17,Belgium,Uruguay,1,0,3,1,0,,,,,,,,1,1,0.2857142857142857,21,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-17,Uruguay,Belgium,0,1,1,3,0,,,,,,,,1,0,0.4242424242424242,33,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-17,South Korea,Spain,1,0,1,3,0,,,,,,,,3,0,0.0,5,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-18,Argentina,Romania,1,0,1,1,0,,,,,,,,2,0,0.5365853658536586,41,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-18,Romania,Argentina,0,1,1,1,0,,,,,,,,3,0,0.25,8,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-18,Cameroon,Soviet Union,1,0,0,4,0,,,,,,,,2,0,0.0,3,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-18,Soviet Union,Cameroon,0,1,4,0,0,,,,,,,,1,0,0.5,28,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,West Germany,Colombia,1,0,1,1,0,,,,,,,,1,0,0.6,55,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,Colombia,West Germany,0,1,1,1,0,,,,,,,,3,0,0.0,3,0,0,Draw,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,Yugoslavia,United Arab Emirates,1,0,4,1,0,,,,,,,,3,0,0.3928571428571428,28,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,United Arab Emirates,Yugoslavia,0,1,1,4,0,,,,,,,,2,1,0.0,0,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,Austria,United States,1,0,2,1,0,,,,,,,,5,1,0.4782608695652174,23,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,United States,Austria,0,1,1,2,0,,,,,,,,4,0,0.4285714285714285,7,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,Italy,Czechoslovakia,1,0,2,0,1,,,,,,,,2,0,0.5319148936170213,47,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-19,Czechoslovakia,Italy,0,1,0,2,0,,,,,,,,2,0,0.32,25,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-20,Scotland,Brazil,0,1,0,1,0,,,,,,,,2,0,0.1764705882352941,17,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-20,Sweden,Costa Rica,1,0,1,2,0,,,,,,,,2,0,0.3928571428571428,28,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-20,Costa Rica,Sweden,0,1,2,1,0,,,,,,,,2,0,0.0,0,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-21,South Korea,Uruguay,1,0,0,1,0,,,,,,,,3,1,0.0,5,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-21,Uruguay,South Korea,0,1,1,0,0,,,,,,,,2,0,0.4242424242424242,33,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-21,England,Egypt,1,0,1,0,0,,,,,,,,1,0,0.4411764705882353,34,0,0,Win,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-21,Egypt,England,0,1,0,1,0,,,,,,,,2,0,0.0,1,0,0,Loss,1990
1990 FIFA Men's World Cup,group stage,1,0,1990-06-21,Netherlands,Republic of Ireland,0,1,1,1,0,,,,,,,,1,0,0.5,16,0,0,Draw,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-23,Cameroon,Colombia,1,0,2,1,0,,,,,,,,4,0,0.0,3,1,0,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-23,Colombia,Cameroon,0,1,1,2,0,,,,,,,,2,0,0.0,3,1,0,Loss,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-23,Czechoslovakia,Costa Rica,1,0,4,1,0,,,,,,,,3,0,0.32,25,0,0,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-23,Costa Rica,Czechoslovakia,0,1,1,4,0,,,,,,,,2,0,0.0,0,0,0,Loss,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-24,Brazil,Argentina,1,0,0,1,0,,,,,,,,2,1,0.6612903225806451,62,0,0,Loss,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-24,Argentina,Brazil,0,1,1,0,0,,,,,,,,3,0,0.5365853658536586,41,0,0,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-24,West Germany,Netherlands,1,0,2,1,0,,,,,,,,2,1,0.6,55,0,0,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-24,Netherlands,West Germany,0,1,1,2,0,,,,,,,,3,1,0.5,16,0,0,Loss,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-25,Republic of Ireland,Romania,1,0,0,0,0,,,,,,,,2,0,0.0,0,1,1,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-25,Italy,Uruguay,1,0,2,0,1,,,,,,,,1,0,0.5319148936170213,47,0,0,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-25,Uruguay,Italy,0,1,0,2,0,,,,,,,,4,0,0.4242424242424242,33,0,0,Loss,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-26,Yugoslavia,Spain,0,1,2,1,0,,,,,,,,3,0,0.3928571428571428,28,1,0,Win,1990
1990 FIFA Men's World Cup,round of 16,0,1,1990-06-26,England,Belgium,1,0,1,0,0,,,,,,,,1,0,0.4411764705882353,34,1,0,Win,1990
1990 FIFA Men's World Cup,quarter-finals,0,1,1990-06-30,Argentina,Yugoslavia,1,0,0,0,0,,,,,,,,4,0,0.5365853658536586,41,1,1,Win,1990
1990 FIFA Men's World Cup,quarter-finals,0,1,1990-06-30,Yugoslavia,Argentina,0,1,0,0,0,,,,,,,,1,1,0.3928571428571428,28,1,1,Loss,1990
1990 FIFA Men's World Cup,quarter-finals,0,1,1990-06-30,Republic of Ireland,Italy,1,0,0,1,0,,,,,,,,1,0,0.0,0,0,0,Loss,1990
1990 FIFA Men's World Cup,quarter-finals,0,1,1990-06-30,Italy,Republic of Ireland,0,1,1,0,1,,,,,,,,1,0,0.5319148936170213,47,0,0,Win,1990
1990 FIFA Men's World Cup,quarter-finals,0,1,1990-07-01,Czechoslovakia,West Germany,1,0,0,1,0,,,,,,,,4,1,0.32,25,0,0,Loss,1990
